"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"последний" 0.04 0.04 0.09 0.07 0.04 0.05 0.1 0.15 0.06 0.14 0.07 0.09 0.1 0.06 0.07 0.05 0.02 0.12 0.04 0.03
"реклама" 0.07 0.08 0.09 0.09 0.07 0.07 0.07 0.07 0.09 0.07 0.07 0.07 0.08 0.06 0.07 0.06 0.07 0.07 0.04 0.07
"сделать" 0.1 0.03 0.11 0.1 0.06 0.08 0.04 0.09 0.07 0.1 0.04 0.04 0.08 0.09 0.06 0.13 0.04 0.04 0.05 0.06
"начинать" 0.17 0.1 0.06 0.08 0.03 0.03 0.03 0.03 0.04 0.02 0.05 0.04 0.06 0.03 0.17 0.14 0.14 0.08 0.02 0.08
"сестра" 0.08 0.05 0.01 0.12 0.01 0.01 0.1 0.07 0.04 0.13 0.04 0.12 0.12 0.09 0.04 0.15 0.1 0.02 0.07 0.03
"брифли" 0.07 0.08 0.09 0.08 0.07 0.07 0.07 0.06 0.09 0.06 0.07 0.07 0.08 0.06 0.07 0.05 0.07 0.07 0.04 0.07
"старик" 0.1 0.02 0.03 0.02 0.09 0.1 0.12 0.05 0.28 0.07 0.01 0.03 0.09 0.02 0.07 0 0.01 0.02 0.13 0.13
"здесь" 0.16 0.08 0.02 0.03 0.08 0.05 0.14 0.12 0.12 0.14 0.16 0.03 0.02 0.04 0.07 0.04 0.01 0.03 0.04 0
"через" 0.12 0.06 0.05 0.03 0.1 0.08 0.08 0.03 0.02 0.08 0.09 0.01 0.01 0.03 0.13 0.07 0.03 0.02 0.17 0.14
"хотя" 0.11 0.07 0.04 0.17 0.09 0.14 0.01 0.03 0.02 0.02 0.05 0.06 0.06 0.04 0.06 0.08 0.07 0.08 0.1 0.04
"дворец" 0 0.08 0.15 0 0.01 0.05 0.03 0.11 0.08 0.13 0 0.05 0.13 0.11 0.05 0 0 0.09 0.05 0.21
"лицо" 0.11 0.02 0.04 0.05 0.04 0.02 0.01 0.04 0.08 0.01 0.06 0.04 0.01 0.03 0.49 0.05 0.04 0.07 0.06 0.06
"помогать" 0.01 0.05 0.08 0.09 0.11 0.06 0.02 0.16 0.06 0.1 0.03 0.06 0.03 0.02 0.07 0.03 0.08 0.09 0.09 0.09
"вскоре" 0.09 0.08 0.17 0.16 0.01 0.04 0 0 0 0 0.08 0.04 0 0.05 0.1 0.03 0.01 0.04 0.24 0.18
"готовый" 0.08 0.02 0.04 0.13 0.08 0.05 0.04 0.03 0.05 0.06 0.02 0.03 0.12 0.02 0.08 0.09 0.15 0.16 0.03 0.03
"считать" 0.06 0.13 0.04 0.02 0.15 0.04 0.02 0.04 0.02 0.05 0.05 0.04 0.06 0.04 0.12 0.15 0.17 0.1 0 0
"делать" 0.09 0.06 0.1 0.13 0.06 0.07 0.06 0 0.04 0.03 0.04 0.09 0.02 0.03 0.24 0.03 0.07 0.05 0.03 0.02
"отказываться" 0.07 0.08 0.05 0.08 0.07 0.06 0 0.04 0.03 0.03 0.02 0.11 0.03 0.07 0.04 0.05 0.11 0.1 0.13 0.08
"храм" 0 0 0 0 0.01 0.01 0.02 0.09 0.06 0.05 0 0.01 0.03 0 0.05 0.49 0.02 0.25 0.03 0.13
"очень" 0.08 0.07 0.06 0.07 0.05 0.12 0.04 0.05 0.02 0.02 0.03 0.08 0.02 0.07 0.09 0.13 0.08 0.04 0.05 0.07
"вернуться" 0 0.05 0.1 0.09 0.08 0.02 0 0.11 0.07 0.07 0.04 0.01 0.03 0.03 0.1 0.12 0.03 0.04 0.13 0.11
"глаз" 0.06 0.02 0.06 0.03 0.05 0.06 0.04 0.07 0.07 0.07 0.07 0.1 0.06 0.08 0.1 0.09 0.09 0.03 0.04 0.04
"собираться" 0.18 0.11 0.08 0.1 0.09 0.05 0.03 0.05 0 0.02 0.03 0.04 0 0.05 0.04 0.08 0.03 0.05 0.07 0.13
"три" 0.05 0.07 0.06 0.03 0.06 0.02 0.11 0.06 0.04 0.1 0.03 0.16 0.04 0.08 0.08 0.05 0.04 0.01 0.1 0.04
"судьба" 0.02 0.03 0.05 0.07 0.06 0.02 0.11 0.12 0.09 0.04 0.04 0.05 0.07 0.03 0.02 0.02 0.15 0.12 0.08 0.03
"против" 0.02 0.05 0.04 0.05 0.06 0.08 0.13 0.1 0.04 0.28 0.02 0.03 0.07 0.04 0.01 0.03 0.09 0.03 0.02 0.02
"пока" 0.07 0.09 0.06 0.07 0.02 0.01 0.1 0.06 0.11 0.02 0.07 0.08 0.08 0.07 0.05 0.04 0.06 0.05 0.04 0.05
"принц" 0 0.01 0.09 0 0.04 0 0.02 0 0 0 0 0.32 0.16 0 0 0 0.34 0.22 0 0
"большой" 0.13 0.04 0.07 0.09 0.02 0.08 0.08 0.03 0.05 0.05 0.1 0.05 0.06 0.05 0.01 0.05 0.15 0.04 0.03 0.01
"возвращаться" 0.11 0.07 0.13 0.08 0.04 0.04 0.03 0.04 0.08 0.04 0.06 0.05 0.03 0.09 0.04 0.03 0.04 0.03 0.09 0.07
"мужчина" 0.02 0.01 0.01 0.06 0.03 0.08 0.09 0.05 0.02 0.01 0.03 0.08 0 0.02 0.59 0 0.04 0.01 0.03 0.01
"получать" 0.05 0.08 0.1 0.19 0.06 0.04 0.01 0.03 0 0.06 0.06 0.08 0.06 0.04 0 0.06 0.04 0.08 0.09 0.06
"ведь" 0.01 0.05 0.02 0.01 0.13 0.11 0.07 0.05 0.05 0.02 0.08 0.06 0.07 0.04 0.16 0.09 0.04 0.08 0 0.04
"да" 0.02 0.1 0.01 0.05 0.04 0.1 0.08 0.08 0.09 0.14 0.02 0.06 0 0.03 0.02 0.07 0 0 0.12 0.15
"об" 0.05 0.05 0.04 0.04 0.06 0.04 0.05 0.17 0.03 0.12 0.02 0.05 0.08 0.04 0.07 0.06 0.06 0.04 0.07 0.04
"пытаться" 0.12 0.06 0.08 0.1 0.01 0.06 0.01 0.02 0.01 0 0.04 0.05 0.1 0.1 0.08 0.05 0.1 0.07 0.09 0.03
"пора" 0.04 0.08 0.03 0.03 0 0.02 0.04 0.03 0.06 0.02 0.1 0.05 0.08 0.06 0.09 0.06 0.03 0.05 0.17 0.13
"снова" 0.09 0.06 0.14 0.17 0.06 0.06 0.01 0.01 0.05 0.01 0.03 0.08 0.09 0.06 0.07 0.1 0 0 0.04 0.04
"встречать" 0.09 0.01 0.04 0.06 0.14 0.02 0.01 0.03 0.04 0.02 0.02 0.08 0.07 0.03 0.13 0.11 0.11 0.04 0.05 0.06
"второй" 0.03 0.01 0.04 0.06 0.03 0.02 0.1 0.08 0.07 0.1 0.04 0.09 0.07 0.06 0.04 0.06 0.04 0.01 0.08 0.12
"никто" 0.04 0.05 0.04 0.02 0.05 0.07 0.02 0.11 0.04 0.06 0.06 0.05 0.02 0.06 0.09 0.05 0.04 0.12 0.1 0.06
"отдавать" 0.04 0.06 0.02 0.01 0.1 0.08 0.06 0.03 0.04 0.06 0.05 0.03 0.05 0.04 0.02 0.02 0.14 0.15 0.05 0.1
"начинаться" 0.03 0.1 0.02 0.04 0.01 0.01 0.25 0.13 0.16 0.14 0.04 0.04 0.02 0.03 0.01 0.02 0.01 0.03 0.01 0.03
"происходить" 0.17 0.13 0.05 0.05 0.05 0.11 0.01 0.03 0.02 0.02 0.03 0.01 0.05 0.01 0.07 0.07 0.07 0.11 0.02 0.05
"собственный" 0.05 0.06 0.02 0.05 0.06 0.09 0.04 0.03 0.06 0.04 0.02 0.05 0.12 0.09 0.07 0.08 0.03 0.04 0.1 0.03
"дорога" 0.04 0.03 0.05 0.08 0.01 0.03 0.07 0.02 0.03 0.02 0.07 0.03 0.03 0.06 0.06 0.03 0.02 0.23 0.11 0.1
"ибо" 0 0 0.07 0.02 0 0.02 0 0.02 0 0.02 0.08 0.02 0.14 0.11 0.05 0.05 0.22 0.25 0.05 0
"каждый" 0.03 0.06 0.07 0.07 0.02 0.08 0.15 0.06 0.04 0.06 0.03 0.04 0.03 0.04 0.06 0.03 0.06 0.04 0.07 0.08
"несколько" 0.08 0.05 0.02 0.06 0.17 0.11 0.01 0.02 0.01 0.03 0.11 0.04 0.05 0.04 0.06 0.08 0.02 0.03 0.09 0.04
"пойти" 0.04 0.03 0.02 0.04 0.04 0.1 0.04 0.04 0.05 0.12 0.04 0.08 0.04 0.05 0.12 0.06 0.02 0.02 0.08 0.09
"хор" 0 0 0 0.02 0.01 0 0.26 0.23 0.2 0.35 0.01 0 0 0.01 0 0 0 0.03 0 0
"юноша" 0 0 0 0.01 0.03 0.05 0.01 0.01 0.2 0.01 0.02 0.01 0.04 0.06 0.04 0.1 0.02 0 0.33 0.18
"пусть" 0.01 0.01 0.03 0.01 0.11 0.15 0.14 0.25 0.06 0.15 0.01 0.02 0.06 0.04 0.01 0 0.01 0.04 0 0
"хорошо" 0.01 0.08 0.01 0.06 0.1 0.06 0.08 0.06 0.08 0.15 0.06 0.06 0.05 0.07 0.05 0.06 0 0.02 0.03 0.02
"наконец" 0.04 0.02 0.03 0.06 0.08 0.04 0.08 0.03 0.05 0.06 0.05 0.11 0.05 0.13 0.06 0.02 0.03 0.02 0.08 0.06
"потому" 0.18 0.24 0.05 0.08 0.02 0.03 0.05 0.01 0.03 0.02 0.02 0.04 0.02 0.06 0.06 0.01 0.04 0.05 0.07 0.02
"ящик" 0.01 0 0.01 0.01 0.04 0 0 0 0 0 0 0 0 0 0.96 0.03 0.01 0 0 0.02
"скоро" 0.02 0.02 0.06 0.04 0.06 0.04 0.03 0.05 0.08 0.05 0.1 0.1 0.08 0.1 0.03 0.06 0.02 0.06 0.04 0.04
"оставлять" 0.07 0.08 0.04 0.09 0.02 0.01 0 0.07 0.06 0.05 0.1 0.04 0.1 0.11 0.03 0.05 0.01 0.02 0.08 0.04
"помощь" 0.03 0.02 0.06 0.05 0.03 0.07 0.09 0.05 0.08 0.08 0.05 0.03 0.05 0.05 0.05 0.04 0.04 0.01 0.05 0.14
"сердце" 0.07 0.06 0.03 0.03 0.03 0.04 0.03 0.12 0.03 0.04 0.03 0.08 0.16 0.08 0.03 0.01 0.04 0.07 0.06 0.03
"называть" 0.06 0.08 0.05 0.06 0.1 0.02 0.02 0.06 0.05 0.03 0.04 0.07 0.03 0.05 0.03 0.03 0.08 0.04 0.11 0.05
"приносить" 0.03 0.02 0.02 0.08 0.04 0.04 0.06 0.1 0.03 0.06 0.02 0.08 0.14 0.05 0.03 0.07 0.06 0.04 0.02 0.07
"обещать" 0.01 0.03 0.04 0.07 0.03 0.03 0.02 0.11 0 0.01 0.03 0.2 0.09 0.04 0.09 0.08 0.01 0.08 0.02 0.06
"вид" 0.08 0.06 0.04 0.04 0.09 0.03 0 0.04 0.09 0.04 0.04 0.09 0.03 0.05 0.1 0.02 0.06 0.03 0.04 0.07
"приходиться" 0 0 0.03 0.08 0.02 0.05 0.02 0.02 0.02 0.08 0.09 0.04 0.07 0.04 0.05 0.02 0.03 0.04 0.15 0.19
"граф" 0 0 0 0 0 0.45 0 0 0 0 0 0.36 0.15 0.07 0 0 0 0 0 0
"письмо" 0.06 0.07 0.02 0.02 0.17 0 0 0.07 0.03 0 0.06 0.1 0 0.06 0.03 0.09 0.08 0.05 0.09 0.03
"погибать" 0.02 0.02 0.1 0.05 0.02 0.06 0.09 0.24 0.04 0.12 0.03 0.01 0.04 0.01 0 0.05 0.01 0.09 0.01 0.02
"семья" 0.03 0.06 0.1 0.02 0.11 0.01 0 0 0 0 0.04 0.04 0.01 0.03 0.03 0.1 0.03 0.11 0.15 0.16
"слуга" 0.02 0 0.01 0 0.01 0.03 0 0 0.04 0.02 0.03 0.2 0.05 0.16 0.06 0 0.18 0.03 0.09 0.1
"однажды" 0.03 0.1 0.08 0.11 0.05 0.04 0 0 0.02 0.01 0.04 0 0 0 0.08 0.12 0 0.02 0.11 0.21
"хороший" 0.02 0.11 0.03 0.03 0.05 0.02 0.14 0.07 0.07 0.1 0.05 0.03 0.01 0.04 0.05 0.02 0.03 0.02 0.06 0.07
"сообщать" 0.12 0.08 0.12 0.16 0.08 0.03 0 0 0.01 0.01 0 0.06 0.05 0.01 0.03 0.04 0.09 0.06 0.02 0.04
"бежать" 0.06 0.02 0.07 0.01 0.03 0.1 0.07 0.07 0.07 0.06 0.01 0.07 0.06 0.07 0.04 0.03 0.04 0.08 0 0.04
"стоять" 0.03 0.03 0.02 0.03 0.06 0.08 0.08 0.08 0.04 0.07 0.07 0.02 0.04 0.05 0.05 0.07 0.05 0.07 0.04 0.02
"гость" 0.06 0.02 0.03 0.02 0.11 0.02 0.03 0.05 0.08 0.05 0.03 0 0.03 0.07 0.02 0.03 0.11 0.02 0.13 0.08
"проходить" 0.05 0.09 0.04 0.05 0.09 0.08 0 0.01 0.06 0.03 0.11 0.06 0.03 0.04 0.03 0.05 0.05 0.01 0.07 0.04
"море" 0 0 0.02 0.03 0.07 0.01 0.13 0.16 0.14 0.22 0.01 0.02 0 0.02 0.02 0.03 0.02 0.06 0 0.02
"голова" 0.05 0.05 0.09 0.06 0.01 0.04 0.07 0.01 0.12 0.08 0.01 0.05 0.09 0.03 0.04 0.04 0.02 0.02 0.03 0.06
"история" 0.06 0.13 0.01 0.06 0.08 0.01 0 0.01 0 0.01 0.08 0.06 0.03 0.11 0.04 0.04 0.11 0.03 0.06 0.04
"сторона" 0.05 0.06 0.07 0.04 0.08 0.06 0.11 0.02 0 0.04 0.08 0.09 0.03 0.04 0.05 0.06 0.01 0.04 0.04 0
"свет" 0.02 0.05 0.04 0.02 0.02 0.04 0.15 0.06 0.09 0.07 0.07 0.02 0.06 0.05 0.04 0.05 0.04 0.05 0.01 0.01
"ждать" 0.07 0.04 0.06 0.04 0.03 0.03 0.07 0.06 0.06 0.05 0.03 0.04 0.03 0.01 0.06 0.09 0.05 0.05 0.04 0.04
"соглашаться" 0.06 0.03 0.04 0.06 0.06 0.05 0 0 0.05 0.01 0.02 0.13 0.07 0.03 0.02 0.04 0.03 0.03 0.07 0.15
"спасать" 0.01 0.02 0.05 0.02 0.04 0.01 0.1 0.16 0.07 0.13 0.01 0.03 0.03 0.03 0.01 0.01 0.02 0.12 0.04 0.03
"власть" 0 0.03 0.03 0.05 0.03 0.06 0.05 0.01 0.02 0.28 0 0.05 0.08 0.03 0.01 0.03 0.07 0.08 0.01 0.01
"думать" 0.03 0.05 0.05 0.05 0.04 0.04 0.03 0.06 0.06 0.06 0.03 0.04 0.03 0.03 0.04 0.11 0.07 0.07 0.03 0.01
"страна" 0.01 0.05 0.17 0.02 0.06 0.08 0 0.02 0 0.04 0.07 0.01 0.07 0.02 0.02 0.01 0.11 0.05 0.06 0.06
"бросать" 0.09 0.01 0.05 0.05 0.03 0.02 0.11 0.03 0.01 0.1 0.03 0.05 0.04 0.03 0.04 0.09 0.02 0.02 0.03 0.07
"великий" 0.07 0.04 0.13 0 0.06 0.03 0.06 0.06 0.03 0.07 0.03 0.02 0.05 0.05 0 0.05 0.05 0.05 0.02 0.05
"зевс" 0 0 0 0 0 0 0.25 0.32 0.26 0.09 0 0 0 0 0 0 0 0 0 0
"гора" 0 0.01 0.04 0.05 0.08 0.04 0.08 0.03 0.09 0.1 0.04 0.02 0 0 0.07 0.08 0.03 0 0.04 0.11
"мы" 0 0 0.01 0.07 0 0.07 0.18 0.12 0.16 0.2 0.01 0 0 0 0.01 0.02 0 0.05 0.01 0
"правда" 0.04 0.02 0.03 0.03 0.08 0.02 0.1 0.07 0.05 0.07 0.04 0.03 0 0.04 0.02 0.03 0.01 0.02 0.16 0.05
"спрашивать" 0.06 0.03 0.05 0.01 0.05 0.07 0.03 0.08 0.05 0.09 0 0.04 0.02 0.03 0.1 0.05 0.1 0.03 0.01 0.01
"страшный" 0.02 0.01 0.06 0.02 0.04 0.06 0.04 0.11 0.05 0.08 0.05 0.02 0.1 0.03 0.01 0 0.04 0.08 0.04 0.05
"вдруг" 0.05 0.06 0 0.02 0 0.02 0.02 0.02 0.05 0.04 0.1 0.06 0.04 0.06 0.09 0.06 0.05 0.04 0.04 0.08
"удаваться" 0.03 0.07 0.13 0.14 0.06 0.05 0.02 0.04 0.02 0 0.04 0.04 0.03 0.05 0.04 0.02 0.02 0.02 0.06 0.02
"князь" 0.6 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0.02 0 0 0.06 0.18
"оба" 0.03 0.02 0.02 0 0.05 0.03 0.04 0.05 0.09 0.07 0.06 0.13 0.1 0.03 0 0 0.05 0.04 0.04 0.04
"речь" 0.03 0.04 0.01 0.01 0.03 0.04 0.05 0.04 0.03 0.14 0.02 0.06 0.16 0.07 0.03 0.01 0.04 0.05 0.02 0.01
"работа" 0.06 0.09 0.09 0.14 0.04 0.05 0 0 0.03 0 0.02 0.02 0 0.02 0.1 0.05 0.07 0.06 0 0.04
"бросаться" 0.06 0.03 0.03 0 0.01 0.03 0.11 0.07 0.1 0.1 0 0.04 0.02 0.04 0.08 0.02 0.02 0.05 0 0.06
"живой" 0.03 0.07 0.07 0.01 0.03 0.11 0.02 0.09 0.06 0.04 0.03 0.04 0.09 0.02 0.04 0.02 0.03 0.05 0.02 0
"мой" 0.02 0.01 0 0.02 0 0.01 0.09 0.21 0.28 0.23 0 0 0 0 0 0 0 0 0 0
"затем" 0.14 0.1 0.14 0.14 0.01 0.04 0 0.01 0 0 0.01 0.06 0.05 0.05 0.01 0 0.06 0.02 0.01 0.01
"народ" 0 0.07 0.01 0 0.04 0.08 0.18 0.05 0.01 0.11 0 0 0.07 0 0.01 0 0.02 0.18 0.01 0.02
"попадать" 0.01 0.08 0.13 0.08 0.03 0.04 0.06 0.01 0.03 0.04 0.03 0.01 0.01 0.01 0.04 0.04 0.12 0.01 0.02 0.06
"свадьба" 0.03 0.01 0.02 0.03 0.07 0.01 0.01 0.11 0.07 0.03 0.06 0.06 0.07 0.04 0 0.05 0.03 0.01 0.1 0.05
"донья" 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.08 0 0 0.38 0.33 0 0
"корабль" 0.01 0 0.07 0.01 0.03 0.01 0.07 0.27 0.04 0.19 0.02 0.01 0.03 0 0 0.03 0.01 0.03 0 0.02
"велеть" 0.01 0 0 0.01 0 0 0.02 0.06 0.04 0.04 0.01 0.1 0.11 0.14 0 0.01 0.02 0.01 0.12 0.14
"встречаться" 0.01 0.01 0.07 0.1 0.05 0.07 0.02 0 0 0.04 0.05 0.01 0.01 0.01 0.05 0.03 0.11 0.1 0.04 0.06
"кровь" 0.05 0.01 0.01 0 0 0.03 0.06 0.1 0.05 0.05 0.01 0.04 0.1 0.04 0.03 0.02 0.05 0.16 0.01 0.02
"твой" 0 0 0 0 0 0 0.15 0.25 0.24 0.18 0 0 0 0 0 0 0 0.02 0 0
"вода" 0.02 0.01 0.06 0 0 0 0.06 0.02 0.07 0.08 0.06 0.05 0.06 0.05 0.1 0.04 0.04 0.03 0.01 0.07
"входить" 0.04 0 0.02 0.02 0.07 0.08 0.01 0.05 0.07 0.05 0.03 0.02 0.03 0.05 0.04 0.01 0.13 0.06 0.03 0.02
"геракл" 0 0 0 0 0 0 0.07 0.03 0.62 0.11 0 0 0 0 0 0 0 0 0 0
"мертвый" 0.03 0 0.01 0.01 0.01 0.2 0.06 0.18 0.09 0.1 0 0.01 0.03 0.01 0.01 0.01 0.02 0.02 0 0.02
"покидать" 0.02 0.01 0.06 0.09 0.04 0.05 0.08 0.04 0.02 0.05 0.03 0.04 0.01 0.05 0.03 0.06 0.03 0.07 0.04 0
"тиэко" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0.53 0 0 0 0
"тело" 0.01 0 0 0.02 0.01 0.01 0.08 0.13 0.12 0.09 0.03 0 0.09 0.01 0.05 0.01 0.02 0.06 0.01 0.06
"ван" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.02 0.71
"вы" 0.04 0.04 0.02 0.05 0 0.02 0.1 0.2 0.1 0.16 0.01 0 0 0 0.01 0.02 0.02 0 0 0.01
"ипполит" 0.03 0 0 0 0 0 0.01 0.31 0 0 0 0 0 0 0 0 0 0.45 0 0
"комната" 0.11 0.04 0.01 0.01 0.02 0.05 0 0 0 0 0.06 0.06 0 0.02 0.11 0.01 0.27 0.02 0 0
"прекрасный" 0 0.03 0.03 0.03 0.05 0.05 0.01 0.01 0.03 0.01 0.08 0.02 0.07 0.09 0.06 0.1 0.03 0 0.05 0.04
"родитель" 0.02 0.04 0.1 0.01 0.04 0.02 0 0 0.01 0 0.04 0.03 0.01 0.04 0.04 0.12 0.01 0.03 0.12 0.11
"сразу" 0.05 0.12 0.02 0 0.08 0.02 0.04 0 0.03 0.01 0.06 0.09 0.02 0.03 0.04 0.04 0 0.01 0.07 0.06
"берег" 0 0 0.02 0.01 0.06 0.01 0.09 0.14 0.03 0.15 0.03 0.01 0.02 0.07 0.03 0.01 0.03 0.02 0.03 0.02
"богиня" 0 0 0 0 0 0 0.14 0.28 0.13 0.06 0 0 0 0 0 0 0.01 0.04 0.01 0.11
"ахилл" 0 0 0 0 0 0 0.04 0.64 0.04 0.04 0 0 0 0 0 0 0 0.01 0 0
"г" 0 0.03 0.08 0.06 0.14 0.02 0.01 0 0 0 0 0 0.02 0.15 0.01 0.14 0.09 0.02 0 0
"вести" 0.07 0 0.04 0.03 0.04 0.06 0.05 0.01 0.07 0.09 0.03 0.03 0.01 0.02 0.03 0.05 0.03 0.06 0.04 0
"увидеть" 0.01 0.03 0.05 0.01 0.04 0.06 0.02 0.03 0.07 0.04 0.04 0 0.01 0.05 0.09 0.08 0.05 0.05 0.01 0.02
"честь" 0.02 0.01 0.04 0 0.01 0.06 0.04 0.04 0.01 0.1 0.01 0.04 0.14 0.02 0 0.02 0.02 0.13 0.02 0.03
"мальчик" 0.05 0.04 0.04 0 0.02 0.04 0.01 0 0.1 0.01 0.01 0 0.01 0.02 0 0.14 0.04 0.1 0.05 0.07
"можно" 0.04 0.03 0.03 0.02 0.02 0.05 0.04 0.02 0.05 0.04 0.02 0.04 0.07 0.05 0.07 0.02 0.08 0.01 0.03 0.02
"раб" 0 0.01 0 0.01 0 0 0.1 0.07 0.49 0.01 0.01 0 0 0 0 0 0.05 0 0 0
"среди" 0.05 0.02 0.02 0.04 0.04 0.06 0.05 0.04 0.02 0.01 0.09 0.01 0.03 0.02 0.01 0.01 0.06 0 0.12 0.05
"бой" 0.03 0.01 0.01 0.02 0 0.01 0.12 0.07 0.03 0.09 0.01 0 0.07 0.05 0 0.06 0.06 0.02 0 0.08
"всегда" 0.01 0.02 0.03 0.02 0.05 0.06 0 0.01 0.05 0.02 0.05 0.05 0.04 0.03 0.06 0.03 0.11 0.04 0.04 0.02
"казаться" 0.02 0.1 0.06 0.04 0.04 0.03 0 0.01 0 0 0.02 0.04 0.03 0.01 0.09 0.09 0.03 0.06 0.05 0.02
"писать" 0.09 0.03 0.03 0.01 0.03 0.01 0.01 0 0.01 0.06 0.05 0.03 0 0.01 0.2 0.03 0.04 0.05 0.03 0.02
"приезжать" 0.08 0.07 0.03 0.05 0.03 0.04 0 0 0.02 0 0.01 0.01 0 0.01 0.12 0.1 0.06 0.06 0.02 0.03
"устраивать" 0.02 0.1 0.03 0.06 0.03 0.02 0.01 0.02 0.03 0.03 0.06 0.03 0.04 0.02 0 0.03 0.05 0.03 0.08 0.05
"воля" 0 0 0.04 0.03 0.04 0.06 0.05 0.04 0.04 0.06 0.02 0.04 0.09 0.06 0.01 0.04 0.03 0.05 0.02 0.01
"деревня" 0.02 0 0 0 0.15 0.11 0 0 0.01 0 0.01 0.03 0 0.01 0.1 0.23 0 0 0.03 0.03
"замечать" 0.06 0.02 0.06 0.01 0.02 0.06 0.01 0 0.01 0.01 0.03 0.02 0.01 0.02 0.08 0.05 0.13 0.05 0 0.08
"куда" 0.01 0.13 0.08 0.06 0 0.03 0.05 0.05 0.01 0.02 0.08 0.02 0 0.04 0.05 0.03 0.03 0.01 0.01 0.02
"враг" 0 0.01 0 0.02 0.03 0.06 0.13 0.06 0.03 0.15 0.01 0 0.05 0.05 0 0 0.04 0.07 0.01 0
"домой" 0.04 0.06 0.05 0.04 0.03 0 0 0 0.02 0 0.01 0 0.02 0.07 0.06 0.05 0.01 0.02 0.12 0.12
"именно" 0.06 0.05 0.07 0.06 0.07 0.08 0.01 0.02 0 0 0.04 0.01 0.05 0.03 0.01 0.04 0.05 0.02 0.02 0.03
"главный" 0.02 0.06 0.05 0.07 0.02 0.03 0.11 0.05 0.04 0.07 0.01 0.01 0.01 0.01 0.01 0.03 0.03 0.05 0.01 0.02
"давно" 0.01 0.07 0.07 0.02 0.06 0.04 0.04 0.04 0.02 0.01 0.04 0.05 0.05 0.02 0.01 0.02 0.02 0.04 0.02 0.06
"настоящий" 0.02 0.04 0.04 0.05 0.07 0.03 0.04 0.02 0.08 0.01 0.06 0.01 0.01 0.03 0.09 0.03 0.01 0 0.04 0.03
"небо" 0.01 0.01 0.02 0 0 0 0.17 0.02 0.14 0.09 0 0.02 0.01 0.04 0 0.01 0.02 0.02 0.04 0.09
"объяснять" 0.03 0.01 0.03 0.05 0.02 0 0.01 0 0.02 0 0.04 0.08 0.04 0.04 0.1 0.07 0.02 0.01 0.07 0.07
"показывать" 0.03 0.05 0.08 0.01 0.03 0.03 0.05 0.03 0.03 0.05 0.02 0.02 0.02 0.03 0.04 0.04 0.03 0.06 0.02 0.04
"слишком" 0.01 0.03 0.05 0.06 0.1 0.06 0.04 0.02 0.02 0.01 0.03 0.03 0.01 0.03 0.03 0.05 0.04 0.06 0 0.03
"сцена" 0.02 0.02 0 0.01 0.02 0.02 0.14 0.09 0.22 0.03 0.02 0.02 0.01 0.01 0.02 0.01 0 0.03 0.02 0
"эдип" 0 0 0 0 0 0 0 0 0 0.71 0 0 0 0 0 0 0 0 0 0
"более" 0.01 0.02 0.05 0.1 0.05 0.06 0 0.02 0 0.02 0.09 0.09 0.03 0.02 0.01 0.02 0.07 0.02 0.02 0
"верить" 0.06 0.04 0 0.03 0.05 0.07 0.04 0.05 0.06 0.02 0.01 0.04 0 0.04 0 0.03 0.07 0.05 0.02 0.02
"впрочем" 0 0 0.19 0.16 0.06 0.03 0 0 0.01 0.01 0.05 0.08 0.03 0.04 0.01 0 0 0 0.02 0.01
"местный" 0.02 0.02 0.05 0.11 0.05 0.08 0.02 0.01 0.01 0 0.03 0 0 0.03 0.03 0.1 0.01 0.02 0.03 0.08
"написать" 0.03 0.02 0.04 0.01 0.02 0.03 0.05 0.06 0.05 0.12 0 0.01 0.02 0 0.04 0.04 0.05 0.01 0.1 0
"чувство" 0.02 0.08 0.01 0.05 0.07 0.03 0 0.02 0.01 0 0.08 0.03 0.08 0.05 0.04 0.03 0.01 0.08 0 0.01
"звать" 0.08 0.01 0.02 0.01 0.02 0.04 0.07 0.05 0.07 0.03 0.03 0.02 0.02 0.03 0.02 0.02 0.04 0 0.07 0.04
"бояться" 0.04 0.03 0.02 0.02 0.01 0.05 0.03 0.05 0.02 0.07 0.01 0.01 0 0.01 0 0.09 0.03 0.07 0.07 0.05
"войско" 0 0.01 0.01 0 0.01 0.04 0.1 0.1 0.03 0.08 0.01 0.01 0.05 0.06 0 0.01 0.07 0.02 0.04 0.03
"золотой" 0.03 0 0 0.01 0 0.01 0.01 0.04 0.1 0.15 0 0.03 0.01 0.02 0 0.15 0 0.05 0.01 0.06
"иметь" 0.07 0.05 0.02 0.04 0.04 0.02 0.02 0.02 0.02 0.01 0.02 0.07 0.04 0.05 0.03 0.02 0.04 0.04 0.01 0.05
