texts/bredberi_vino_iz_oduvanchikov.txt	Вино из одуванчиков	1953	Брэдбери	1920–2012	Читается за 15 минут	7 ч			Американская литература->США
texts/bredberi_zelenoe_utro.txt	Зелёное утро	1953	Брэдбери	1920–2012	Читается за 2 минуты	10 мин	Сергей Симиненко	siminenko	Американская литература->США
texts/bredberi_veld.txt	Вельд	1953	Брэдбери	1920–2012	Читается за 3 минуты	25 мин	Сергей Симиненко	siminenko	Американская литература->США
texts/brjusov_ognennyj_angel.txt	Огненный ангел		Брюсов	1873–1924	Читается за 7 минут	14 ч			Русская литература->Советская
texts/bulgakov_master_i_margarita.txt	Мастер и Маргарита	1927	Булгаков	1891–1940	Читается за 12 минут	11 ч			Русская литература->Советская
texts/bulgakov_sobachie_serdtse.txt	Собачье сердце	1927	Булгаков	1891–1940	Читается за 6 минут	3 ч			Русская литература->Советская
texts/bulgakov_belaya_gvardiya.txt	Белая гвардия	1927	Булгаков	1891–1940	Читается за 6 минут	8 ч			Русская литература->Советская
texts/bulychev_devochka_s_zemli.txt	Девочка с Земли</h3></a><div class=w-desc>Девочка, живущая в конце 21 века, попадает в приключения на Земле и Марсе; спасает целую цивилизацию, переместившись в далёкое прошлое, и сражается с космическими пиратами в глубоком космосе.	1965	Булычёв	1934–2003	Читается за 3 минуты	8 ч			Русская литература->Советская
texts/bulychev_million_prikliucheniy.txt	Миллион приключений	1965	Булычёв	1934–2003	Читается за 15 минут				Русская литература->Советская
texts/bunin_gospodin.txt	Господин из Сан-Франциско	1900	Бунин	1870–1953	Читается за 4 минуты	40 мин			Русская литература->19 век
texts/bunin_temnye_allei.txt	Тёмные аллеи	1900	Бунин	1870–1953	Читается за 3 минуты	9 мин			Русская литература->19 век
texts/bunin_chistyj_ponedelnik.txt	Чистый понедельник	1900	Бунин	1870–1953	Читается за 5 минут	25 мин			Русская литература->19 век
texts/bunin_legkoe_dyhanie.txt	Лёгкое дыхание	1900	Бунин	1870–1953	Читается за 3 минуты	10 мин			Русская литература->19 век
texts/bunin_antonovskie_yabloki.txt	Антоновские яблоки	1900	Бунин	1870–1953	Читается за 3 минуты	25 мин			Русская литература->19 век
texts/bussenar_kapitan_sorvi_golova.txt	Капитан Сорви-голова		Буссенар	1847–1910	Читается за 6 минут	9 ч			Европейская литература->Французская
texts/buccati_tatarskaja_pustynja.txt	Татарская пустыня		Буццати	1906–1972	Читается за 8 минут	5 ч			Европейская литература->Итальянская
texts/bhavabhuti_malati_i_malhava.txt	Малати и Малхава		Бхавабхути	VIII в.	Читается за 3 минуты		П. А. Гринцер	grincer	Прочая литература->Индийская
texts/bhavabhuti_poslednie_dejanija_ramy.txt	Последние деяния Рамы		Бхавабхути	VIII в.	Читается за 4 минуты		П. А. Гринцер	grincer	Прочая литература->Индийская
texts/bharavi_kirata_i_ardzhuna.txt	Кирата и Арджуна		Бхарави	VI в.	Читается за 4 минуты		П. А. Гринцер	grincer	Прочая литература->Индийская
texts/bhasa_prigrezivshajasja_vasavadatta.txt	Пригрезившаяся Васавадатта		Бхаса	III–IV вв.	Читается за 3 минуты		П. А. Гринцер	grincer	Прочая литература->Индийская
texts/bykov_znak_bedy.txt	Знак беды	1963	Быков	1924–2003	Читается за 8 минут	8 ч	В. М. Сотников	sotnikov	Европейская литература->Белорусская
